5000,38.4
10000,36.3
15000,32.5
20000,39.4
25000,37.1
30000,39.6
35000,28.8
40000,35.8
45000,39.9
50000,37.6
55000,37.0
60000,37.9
65000,32.2
70000,32.9
75000,29.7
80000,26.4
85000,31.2
90000,25.4
95000,30.1
100000,28.3
105000,26.4
110000,35.7
115000,24.6
120000,29.1
125000,24.5
130000,26.4
135000,23.9
140000,25.9
145000,29.5
150000,27.0
155000,27.6
160000,25.5
165000,26.7
170000,27.4
175000,26.0
180000,26.0
185000,27.4
190000,26.5
195000,29.1
200000,34.4
205000,31.7
210000,28.1
215000,90.0
220000,81.3
225000,58.0
230000,44.2
235000,36.3
240000,29.8
245000,28.9
250000,29.0
255000,28.4
260000,33.9
265000,31.0
270000,26.5
275000,27.8
280000,34.9
285000,27.1
290000,60.8
295000,28.9
300000,28.0
305000,33.2
310000,30.0
315000,35.9
320000,33.9
325000,32.0
330000,32.6
335000,33.0
340000,33.6
345000,31.0
350000,32.6
355000,35.0
360000,32.5
365000,36.0
370000,37.2
375000,31.2
380000,37.7
385000,32.0
390000,37.1
395000,29.3
400000,36.5
