5000,71.2
10000,83.8
15000,66.2
20000,70.2
25000,54.0
30000,51.6
35000,52.4
40000,50.0
45000,53.3
50000,53.0
55000,54.0
60000,51.9
65000,50.6
70000,51.9
75000,49.1
80000,50.0
85000,58.5
90000,53.1
95000,52.8
100000,70.7
105000,63.8
110000,55.2
115000,53.9
120000,49.3
125000,55.3
130000,54.3
135000,63.6
140000,78.9
145000,67.0
150000,56.5
155000,49.0
160000,49.4
165000,49.4
170000,46.7
175000,45.3
180000,47.4
185000,48.3
190000,46.8
195000,47.3
200000,52.2
205000,47.5
210000,57.0
215000,45.1
220000,44.4
225000,50.1
230000,60.6
235000,57.6
240000,67.7
245000,63.7
250000,48.2
255000,61.7
260000,67.0
265000,64.4
270000,119.9
275000,130.8
280000,89.6
285000,93.4
290000,92.2
295000,63.7
300000,68.7
305000,73.5
310000,100.8
315000,105.5
320000,125.7
325000,75.8
330000,83.1
335000,96.9
340000,78.5
345000,88.9
350000,72.3
355000,66.0
360000,65.9
365000,58.5
370000,71.0
375000,73.1
380000,58.2
385000,75.5
390000,58.5
395000,73.9
400000,58.5
405000,100.6
410000,77.9
415000,64.7
420000,63.2
425000,61.2
430000,69.4
435000,64.5
440000,63.3
445000,63.3
450000,80.4
455000,68.6
460000,64.4
465000,63.0
470000,82.2
475000,62.0
480000,63.1
485000,58.7
490000,58.6
495000,62.7
500000,65.2
505000,60.2
510000,62.1
515000,61.0
520000,64.6
525000,60.1
530000,60.7
535000,83.6
540000,59.3
545000,60.2
550000,60.9
555000,56.1
560000,62.2
565000,61.7
570000,60.7
575000,60.2
580000,87.5
585000,87.7
590000,62.7
595000,62.9
600000,72.5
605000,108.4
610000,69.8
615000,63.3
620000,60.3
625000,59.9
630000,58.7
635000,66.3
640000,68.6
645000,63.9
650000,128.0
655000,163.7
660000,98.2
665000,105.4
670000,102.4
675000,98.4
680000,93.9
685000,112.0
690000,79.5
695000,90.1
700000,92.8
705000,89.6
710000,72.1
715000,81.6
720000,106.8
725000,115.8
730000,97.7
735000,81.3
740000,80.4
745000,92.1
750000,94.3
755000,68.2
760000,66.7
765000,79.3
770000,74.5
775000,76.2
780000,70.6
785000,79.8
790000,63.4
795000,64.4
800000,63.7
