5000,40.2
10000,37.4
15000,39.9
20000,39.7
25000,42.3
30000,52.9
35000,43.7
40000,41.3
45000,41.8
50000,36.5
55000,46.8
60000,48.6
65000,37.8
70000,43.9
75000,43.4
80000,40.8
85000,36.3
90000,50.8
95000,39.1
100000,40.7
105000,36.2
110000,40.6
115000,38.8
120000,46.7
125000,48.5
130000,46.7
135000,49.6
140000,44.7
145000,51.1
150000,44.7
155000,49.9
160000,44.2
165000,33.9
170000,49.3
175000,46.2
180000,46.6
185000,49.2
190000,46.4
195000,42.2
200000,68.1
205000,44.8
210000,49.4
215000,40.5
220000,52.0
225000,45.3
230000,47.2
235000,47.6
240000,49.0
245000,44.9
250000,45.8
255000,40.2
260000,52.3
265000,46.3
270000,43.8
275000,46.9
280000,44.7
285000,35.3
290000,51.4
295000,41.2
300000,38.4
305000,32.4
310000,34.7
315000,30.2
320000,31.2
325000,27.9
330000,28.2
335000,30.0
340000,28.4
345000,28.9
350000,29.1
355000,47.3
360000,25.2
365000,23.4
370000,29.3
375000,32.6
380000,29.1
385000,26.0
390000,24.5
395000,31.0
400000,26.3
