5000,110.5
10000,90.6
15000,92.0
20000,96.7
25000,66.5
30000,63.0
35000,71.1
40000,61.6
45000,90.4
50000,63.2
55000,60.9
60000,63.8
65000,71.6
70000,69.1
75000,60.9
80000,76.5
85000,61.4
90000,65.2
95000,61.1
100000,60.3
105000,63.8
110000,79.0
115000,94.3
120000,79.8
125000,76.0
130000,83.7
135000,103.6
140000,86.3
145000,111.4
150000,86.9
155000,76.4
160000,75.1
165000,69.2
170000,66.2
175000,61.6
180000,64.3
185000,70.5
190000,62.8
195000,72.3
200000,74.6
205000,62.1
210000,63.0
215000,57.4
220000,58.3
225000,53.5
230000,61.6
235000,58.0
240000,58.1
245000,56.1
250000,63.9
255000,52.7
260000,59.1
265000,59.1
270000,99.7
275000,68.4
280000,110.5
285000,65.8
290000,141.1
295000,70.0
300000,91.6
305000,68.6
310000,99.7
315000,83.1
320000,59.5
325000,73.7
330000,86.9
335000,70.1
340000,66.3
345000,65.3
350000,77.5
355000,75.8
360000,79.1
365000,73.0
370000,95.4
375000,73.9
380000,90.2
385000,69.8
390000,69.4
395000,76.3
400000,63.5
405000,97.8
410000,122.9
415000,181.5
420000,117.2
425000,90.8
430000,88.1
435000,139.2
440000,98.6
445000,112.2
450000,103.2
455000,108.2
460000,186.8
465000,112.3
470000,96.9
475000,54.2
480000,105.8
485000,80.4
490000,137.2
495000,145.2
500000,90.4
505000,112.5
510000,89.4
515000,85.7
520000,76.5
525000,117.3
530000,119.2
535000,88.8
540000,94.2
545000,97.8
550000,129.0
555000,101.1
560000,156.7
565000,166.0
570000,104.2
575000,75.6
580000,75.6
585000,50.1
590000,65.6
595000,52.4
600000,51.6
605000,47.4
610000,47.4
615000,47.0
620000,46.7
625000,46.6
630000,46.5
635000,46.8
640000,48.0
645000,48.6
650000,52.4
655000,50.7
660000,63.8
665000,81.5
670000,59.0
675000,61.6
680000,50.9
685000,52.4
690000,51.6
695000,51.7
700000,54.9
705000,54.3
710000,55.0
715000,83.7
720000,49.2
725000,70.5
730000,54.3
735000,65.0
740000,56.3
745000,57.7
750000,55.2
755000,64.3
760000,54.5
765000,54.4
770000,54.3
775000,52.6
780000,55.1
785000,83.8
790000,67.8
795000,55.2
800000,58.4
