5000,87.5
10000,93.9
15000,80.2
20000,74.2
25000,86.9
30000,96.2
35000,119.5
40000,140.8
45000,107.6
50000,76.2
55000,101.1
60000,104.2
65000,94.5
70000,106.4
75000,88.9
80000,87.1
85000,74.9
90000,79.0
95000,68.7
100000,79.4
105000,125.8
110000,98.2
115000,85.1
120000,87.4
125000,84.1
130000,89.6
135000,90.2
140000,76.0
145000,77.0
150000,70.9
155000,73.9
160000,72.0
165000,104.2
170000,72.2
175000,71.1
180000,73.8
185000,67.5
190000,73.1
195000,99.4
200000,82.2
205000,99.0
210000,87.8
215000,76.9
220000,98.6
225000,101.5
230000,82.2
235000,84.6
240000,71.8
245000,92.4
250000,79.2
255000,78.1
260000,116.2
265000,104.7
270000,169.6
275000,165.0
280000,124.1
285000,105.5
290000,83.8
295000,94.2
300000,100.5
305000,93.9
310000,72.8
315000,61.9
320000,57.5
325000,55.8
330000,55.0
335000,91.1
340000,109.1
345000,110.1
350000,108.3
355000,103.2
360000,117.3
365000,84.1
370000,96.6
375000,138.2
380000,139.5
385000,109.0
390000,93.2
395000,100.7
400000,107.2
405000,201.6
410000,150.3
415000,138.2
420000,164.3
425000,96.5
430000,104.2
435000,91.7
440000,133.6
445000,56.3
450000,66.3
455000,59.0
460000,56.6
465000,55.6
470000,53.6
475000,49.4
480000,48.9
485000,48.6
490000,53.8
495000,59.8
500000,101.1
505000,55.8
510000,72.0
515000,77.2
520000,51.1
525000,48.9
530000,53.6
535000,87.0
540000,76.6
545000,54.2
550000,51.4
555000,52.8
560000,49.6
565000,51.3
570000,76.0
575000,82.1
580000,54.4
585000,56.5
590000,59.7
595000,95.7
600000,57.1
605000,75.3
610000,70.2
615000,62.0
620000,62.4
625000,54.9
630000,98.8
635000,67.6
640000,58.2
645000,59.3
650000,98.6
655000,50.5
660000,118.9
665000,79.3
670000,64.3
675000,51.0
680000,51.8
685000,79.3
690000,55.2
695000,57.8
700000,66.1
705000,58.3
710000,57.3
715000,56.5
720000,54.2
725000,53.5
730000,50.9
735000,52.5
740000,51.6
745000,50.1
750000,62.1
755000,49.8
760000,48.6
765000,51.0
770000,49.3
775000,48.9
780000,48.7
785000,48.2
790000,48.8
795000,51.5
800000,49.5
